"CLIENTNUM";"Attrition_Flag";"Customer_Age";"Gender";"Dependent_count";"Education_Level";"Marital_Status";"Income_Category";"Card_Category";"Months_on_book";"Total_Relationship_Count";"Months_Inactive_12_mon";"Contacts_Count_12_mon";"Credit_Limit";"Total_Revolving_Bal";"Trans_Amt_Oct12";"Trans_Amt_Nov12";"Trans_Amt_Dec12";"Trans_Amt_Jan13";"Trans_Amt_Feb13";"Trans_Amt_Mar13";"Trans_Count_Oct12";"Trans_Count_Nov12";"Trans_Count_Dec12";"Trans_Count_Jan13";"Trans_Count_Feb13";"Trans_Count_Mar13"
715315833;0;51;"M";3;"Graduate";"Married";"$80K - $120K";"Blue";36;6;2;3;11106;2107;177;325;136;339;118;148;5;5;2;5;3;4
815500983;0;59;"F";1;"Uneducated";"Married";"Less than $40K";"Blue";54;5;3;0;2890;2001;196;191;410;323;600;140;3;3;12;7;8;3
719360583;0;53;"M";1;"Graduate";"Married";"$60K - $80K";"Blue";45;6;2;2;3380;1701;188;411;261;205;311;126;2;6;3;7;5;2
709701558;0;47;"M";3;"Graduate";"Married";"$60K - $80K";"Blue";36;2;1;2;21331;1251;179;350;220;398;100;213;3;15;6;9;8;9
721148358;0;49;"F";3;"Uneducated";"Single";"Unknown";"Blue";38;6;2;1;12860;0;190;256;373;187;218;124;2;4;15;2;2;2
779862408;0;49;"M";3;"Post-Graduate";"Single";"$80K - $120K";"Blue";33;3;1;0;6278;462;183;320;0;175;205;204;2;15;0;9;5;2
812627208;0;60;"F";0;"College";"Single";"Less than $40K";"Blue";55;5;1;3;1412.15;738;180;294;214;235;79;224;3;8;10;9;1;2
711033408;0;50;"F";2;"High School";"Married";"Less than $40K";"Blue";36;5;1;2;9355;1626;170;152;401;161;192;154;4;4;7;4;5;4
779956608;0;41;"F";2;"Post-Graduate";"Married";"Unknown";"Blue";31;6;1;3;20758;0;173;341;407;285;235;114;2;8;9;9;1;3
780376683;0;57;"M";1;"Graduate";"Married";"$80K - $120K";"Blue";47;5;3;1;14612;1976;173;241;246;317;705;145;3;2;1;7;8;3
717912483;0;43;"M";4;"Graduate";"Unknown";"$80K - $120K";"Blue";27;5;2;0;27259;0;191;243;361;197;120;264;2;6;14;5;4;4
714454758;0;57;"F";3;"Graduate";"Married";"Less than $40K";"Blue";47;4;2;3;6347;1594;191;425;318;256;328;253;1;14;6;7;4;5
780466533;0;54;"M";3;"Doctorate";"Married";"$120K +";"Blue";41;3;3;0;21592;1676;167;316;410;305;343;332;2;11;21;8;6;4
715735233;0;51;"F";5;"Post-Graduate";"Married";"Less than $40K";"Blue";44;5;1;1;3449;1598;187;287;378;402;227;198;4;12;11;9;2;4
720476733;0;47;"F";3;"High School";"Married";"Less than $40K";"Blue";34;2;1;2;6028;799;192;174;185;187;59;205;3;2;9;4;1;3
715872333;0;41;"M";0;"High School";"Unknown";"$120K +";"Blue";36;3;2;3;18214;1998;181;267;287;276;173;160;2;4;4;5;2;4
712375758;0;53;"M";3;"Uneducated";"Married";"$80K - $120K";"Blue";43;3;3;1;16393;1423;179;207;167;263;500;145;1;12;11;9;6;3
708868233;1;68;"M";0;"High School";"Married";"Less than $40K";"Blue";52;1;3;2;1412.15;900;99;125;212;125;90;109;0;5;8;1;3;4
718030083;0;59;"M";1;"College";"Married";"$60K - $80K";"Blue";36;4;1;2;7871;1687;202;297;138;227;321;243;2;1;6;7;4;2
720707283;0;48;"M";4;"Unknown";"Married";"$80K - $120K";"Blue";36;5;3;0;5288;866;200;275;476;418;208;200;3;7;14;9;2;7
771698658;0;44;"M";5;"Graduate";"Married";"$60K - $80K";"Blue";32;4;5;3;11376;2006;182;318;304;187;181;130;4;4;7;9;3;0
748326258;0;48;"M";3;"College";"Married";"$80K - $120K";"Blue";41;4;5;3;12302;1632;173;196;222;636;159;97;2;8;17;9;2;3
770817783;0;47;"M";4;"Graduate";"Married";"$60K - $80K";"Silver";33;3;2;1;30728.35;1679;195;234;224;159;153;95;1;13;4;4;3;2
779353083;0;47;"M";2;"Graduate";"Married";"$60K - $80K";"Silver";32;4;2;2;30728.35;1468;178;236;470;196;74;176;3;3;13;6;2;5
711441333;0;43;"F";1;"High School";"Divorced";"Less than $40K";"Silver";35;3;2;2;10514;1580;198;325;294;116;194;102;4;8;3;5;5;2
719808558;1;55;"F";2;"Graduate";"Married";"Less than $40K";"Blue";43;2;4;3;1412.15;0;99;169;251;204;75;88;3;3;13;1;3;4
711551958;1;59;"M";2;"Post-Graduate";"Married";"$60K - $80K";"Blue";46;3;3;3;1412.15;0;99;130;271;149;118;77;3;5;8;3;3;2
809164083;0;63;"M";1;"Graduate";"Married";"$40K - $60K";"Blue";56;2;1;2;2619;1779;189;224;229;316;306;186;3;7;9;10;5;3
820596183;0;58;"M";2;"College";"Married";"$120K +";"Blue";53;2;3;0;24407;2395;171;374;571;316;718;161;2;18;8;6;9;5
715999608;0;53;"F";2;"High School";"Married";"Less than $40K";"Blue";36;4;1;2;2377;1649;196;348;170;326;241;97;3;6;3;6;6;2
710565408;0;59;"M";0;"Unknown";"Unknown";"$80K - $120K";"Silver";40;3;2;3;30728.35;1359;183;224;37;137;295;157;2;9;0;6;4;5
805543158;0;52;"M";3;"Graduate";"Married";"$120K +";"Blue";47;5;3;3;11086;2207;180;312;323;381;220;107;1;9;9;12;2;7
709752183;0;48;"M";3;"High School";"Single";"$60K - $80K";"Blue";36;4;2;2;11432;2952;174;284;393;120;230;173;0;7;14;7;7;2
716479233;0;43;"M";4;"High School";"Married";"$40K - $60K";"Blue";36;5;3;2;13258;1721;207;317;42;167;49;298;2;7;0;7;1;4
713837058;0;48;"M";2;"College";"Single";"Less than $40K";"Blue";36;3;2;3;2571;1955;197;284;325;201;143;84;7;2;5;7;2;1
718876683;0;43;"F";4;"Graduate";"Single";"Less than $40K";"Blue";31;5;2;0;5781;1168;177;233;567;425;72;126;4;3;15;7;0;3
770746908;0;44;"M";4;"Unknown";"Married";"$60K - $80K";"Blue";30;5;1;2;7872;2509;200;207;179;162;178;229;2;3;12;7;5;3
794843883;0;41;"M";3;"High School";"Married";"$80K - $120K";"Blue";35;6;1;2;30728.35;1202;179;339;326;178;131;200;3;7;9;7;3;4
803043933;0;44;"F";3;"Uneducated";"Divorced";"Less than $40K";"Silver";38;4;1;3;11127;1835;177;141;141;673;247;167;2;2;7;7;2;5
758076408;0;50;"M";2;"Unknown";"Single";"$40K - $60K";"Blue";43;2;1;3;1857;1603;195;350;462;268;191;124;1;6;12;12;8;4
714606558;0;60;"F";1;"Uneducated";"Married";"Less than $40K";"Blue";36;5;1;0;1913;1272;200;243;278;304;264;159;2;2;7;6;2;3
778425408;0;44;"M";4;"Graduate";"Single";"$80K - $120K";"Blue";24;5;3;0;3839;2295;189;263;358;254;129;78;4;4;6;9;1;0
714171108;0;48;"F";3;"Graduate";"Divorced";"$40K - $60K";"Blue";39;6;2;3;2115;1141;175;240;342;192;225;49;3;6;4;2;4;1
719662458;0;44;"F";2;"Graduate";"Divorced";"Less than $40K";"Blue";27;5;2;2;1412.15;679;192;206;203;214;174;128;2;10;2;7;4;4
713137233;0;41;"M";2;"High School";"Single";"$80K - $120K";"Blue";28;4;3;0;27756;1789;184;183;201;164;136;126;1;2;10;6;2;3
769425858;0;45;"M";3;"College";"Single";"$60K - $80K";"Blue";32;4;1;2;1412.15;0;184;338;289;277;146;234;0;13;3;4;2;4
711297483;0;47;"F";2;"Uneducated";"Divorced";"Less than $40K";"Silver";34;6;4;2;13878;2222;210;367;318;173;413;177;2;16;10;4;4;2
788900883;0;51;"F";2;"Graduate";"Married";"Less than $40K";"Blue";36;3;1;3;3106;1304;211;377;265;269;83;163;3;14;10;8;1;2
758348808;0;51;"M";2;"Graduate";"Married";"$120K +";"Blue";44;4;3;3;30728.35;1666;186;346;223;238;106;119;4;4;2;3;2;3
772336458;1;60;"F";1;"Uneducated";"Married";"$40K - $60K";"Blue";50;4;4;3;1412.15;1025;103;137;142;135;41;144;1;3;3;1;1;3
708711483;0;57;"M";2;"Unknown";"Married";"$80K - $120K";"Blue";46;2;3;0;18871;1740;211;290;55;307;422;231;1;6;0;4;7;3
717906783;0;41;"M";5;"Graduate";"Single";"$120K +";"Blue";29;5;2;2;5207;1748;175;295;162;192;264;222;3;4;6;7;3;3
719437908;0;44;"M";3;"Post-Graduate";"Divorced";"$80K - $120K";"Blue";36;6;2;2;17965;1644;177;403;340;346;226;275;4;18;4;12;3;9
769433508;0;43;"M";1;"College";"Single";"$60K - $80K";"Blue";37;6;3;3;2733;1819;198;141;189;144;142;119;5;3;5;7;3;2
790096533;0;55;"M";2;"College";"Married";"$60K - $80K";"Blue";48;4;3;2;8863;1301;209;344;132;283;423;121;4;6;1;8;4;4
720997383;1;52;"M";1;"Uneducated";"Married";"$80K - $120K";"Blue";36;2;3;3;1857;1833;104;115;262;157;120;71;2;3;5;3;2;2
787541883;0;44;"M";3;"Graduate";"Unknown";"$80K - $120K";"Blue";33;3;3;3;30728.35;0;183;350;222;157;55;153;2;12;6;4;1;2
709930758;0;41;"M";2;"Uneducated";"Married";"$40K - $60K";"Blue";30;5;3;3;11107;1222;190;241;548;230;101;196;3;8;6;9;3;4
789830058;0;44;"M";4;"Unknown";"Single";"$80K - $120K";"Blue";34;4;1;2;21573;1585;203;341;310;267;147;116;2;2;7;9;9;7
710299608;1;53;"F";2;"Unknown";"Married";"Less than $40K";"Blue";33;2;3;3;2859;2841;104;197;109;165;128;114;1;10;7;9;3;0
710741208;0;39;"M";2;"High School";"Single";"$80K - $120K";"Blue";36;4;2;2;5269;1475;206;346;423;782;137;200;0;1;14;7;2;1
821797008;1;49;"M";5;"College";"Married";"$40K - $60K";"Blue";45;2;2;3;1412.15;0;104;132;234;123;105;117;1;3;9;2;4;2
708874533;1;45;"F";2;"College";"Married";"Less than $40K";"Blue";36;1;3;2;3387;0;104;51;130;121;35;69;5;7;3;6;1;2
715341858;0;54;"M";2;"Graduate";"Married";"$80K - $120K";"Blue";46;6;2;3;1982;1289;199;293;218;259;247;161;4;10;15;9;7;4
793636308;0;49;"M";3;"Uneducated";"Single";"$80K - $120K";"Blue";43;2;2;2;4645;1650;198;235;191;225;82;262;2;7;11;7;2;4
713779908;0;46;"F";3;"Doctorate";"Single";"Unknown";"Blue";36;6;3;2;2189;1666;203;296;459;175;47;107;3;1;18;7;1;6
712125258;1;46;"M";4;"High School";"Married";"$120K +";"Blue";30;3;3;3;2442;0;105;112;137;189;66;92;1;4;6;2;3;3
709703433;0;47;"M";3;"Graduate";"Married";"$60K - $80K";"Blue";38;4;1;2;21304;1532;211;375;291;616;223;54;1;4;8;8;2;2
721022433;0;44;"M";2;"Doctorate";"Single";"$60K - $80K";"Blue";36;5;1;2;7577;2480;180;286;516;174;221;32;2;9;19;1;0;4
710103558;0;50;"M";3;"Post-Graduate";"Single";"$120K +";"Blue";31;4;1;2;3234;1486;181;292;252;144;256;229;4;8;5;5;2;4
715952883;0;73;"M";0;"High School";"Married";"$40K - $60K";"Blue";36;5;3;2;4469;1125;218;179;350;283;572;163;3;3;7;9;7;5
719731458;0;56;"M";3;"Unknown";"Unknown";"$40K - $60K";"Blue";46;6;3;4;2910;709;191;284;300;213;46;158;2;9;6;7;1;2
772390908;1;59;"M";0;"High School";"Single";"$40K - $60K";"Blue";48;2;4;3;3616;1054;105;126;194;147;61;54;1;5;5;4;1;1
787348608;0;70;"M";0;"High School";"Married";"Less than $40K";"Blue";56;3;2;3;3252;1495;212;291;273;97;247;107;0;2;6;4;1;2
709485033;0;55;"F";2;"High School";"Married";"Less than $40K";"Blue";36;4;3;3;2358;1152;186;279;417;291;447;117;2;2;6;9;5;2
715432608;0;43;"M";4;"Unknown";"Single";"$60K - $80K";"Blue";36;4;1;0;22322;953;216;303;243;210;194;182;3;8;5;7;6;5
799471833;0;45;"M";1;"Uneducated";"Single";"$120K +";"Blue";39;4;2;2;3133;1510;217;353;322;173;170;200;4;9;13;8;2;2
714187533;0;45;"F";2;"Uneducated";"Single";"$40K - $60K";"Blue";35;2;3;0;3540;849;203;292;412;160;173;81;2;5;9;8;2;2
779656908;0;40;"M";1;"Graduate";"Married";"$40K - $60K";"Blue";23;6;3;2;6990;1378;200;380;275;305;34;285;1;2;15;5;1;5
788950158;0;36;"M";2;"College";"Unknown";"$80K - $120K";"Blue";22;2;2;3;30728.35;1652;210;333;149;199;192;200;3;9;5;9;4;9
778867533;1;59;"F";0;"Post-Graduate";"Married";"$40K - $60K";"Blue";40;1;4;1;1412.15;0;106;119;113;111;71;169;3;5;9;1;3;2
710620383;0;43;"M";4;"Unknown";"Married";"$60K - $80K";"Blue";35;6;3;2;24396;1171;197;147;239;222;106;54;5;1;2;5;4;0
778661358;0;46;"F";1;"Unknown";"Married";"Less than $40K";"Blue";36;2;3;2;2474;2143;207;223;179;211;571;150;4;8;8;9;8;3
789483333;0;41;"M";2;"Uneducated";"Married";"$40K - $60K";"Blue";32;5;1;3;5214;795;199;236;302;214;134;173;3;4;3;6;2;5
809855808;0;51;"F";2;"Graduate";"Married";"Less than $40K";"Blue";46;5;2;2;5207;1650;214;267;303;195;147;213;2;4;7;3;2;2
718464258;0;51;"F";3;"Unknown";"Unknown";"Less than $40K";"Blue";25;2;2;2;9512;1082;190;213;189;151;95;169;3;3;3;5;4;4
708528483;0;43;"F";4;"Graduate";"Divorced";"Unknown";"Blue";23;6;3;2;3187;2430;213;265;380;221;163;145;2;4;8;9;5;5
771809733;1;64;"F";0;"High School";"Married";"$40K - $60K";"Blue";53;1;3;3;3353;0;106;181;188;158;126;201;1;3;9;3;2;0
719942883;0;54;"M";5;"Graduate";"Married";"$60K - $80K";"Blue";38;3;3;3;2290;1434;198;384;0;188;169;180;0;4;0;7;4;3
807226683;0;48;"M";3;"Unknown";"Single";"$40K - $60K";"Blue";43;6;1;3;5279;1115;197;298;565;147;197;238;2;6;19;5;4;5
717806133;0;40;"M";2;"Uneducated";"Divorced";"$60K - $80K";"Blue";29;5;3;0;23603;0;185;271;314;250;151;211;7;4;4;7;6;3
720615708;0;57;"M";0;"Uneducated";"Married";"$40K - $60K";"Blue";45;6;2;2;2601;0;218;210;251;194;143;216;4;11;4;2;4;7
714511758;0;45;"M";4;"Graduate";"Single";"$80K - $120K";"Blue";40;4;3;0;6363;1029;186;309;344;186;289;228;2;4;1;3;2;4
715050408;0;41;"M";3;"High School";"Single";"$80K - $120K";"Blue";36;4;3;3;8029;1576;206;191;202;248;115;132;3;4;14;6;3;2
721132233;0;42;"F";4;"Uneducated";"Married";"Less than $40K";"Blue";31;2;2;2;2410;1769;206;158;328;180;148;197;2;2;10;7;5;4
719211558;1;45;"M";2;"Graduate";"Single";"$60K - $80K";"Blue";36;1;1;2;3401;0;107;130;155;105;141;106;1;6;2;3;3;3
712069008;0;42;"F";4;"Uneducated";"Married";"Less than $40K";"Blue";23;4;2;0;2260;1007;211;209;457;376;187;174;2;8;9;6;2;6
715996983;0;47;"M";4;"Uneducated";"Divorced";"$80K - $120K";"Blue";30;5;2;2;17682;2481;221;253;285;698;180;110;4;4;6;9;4;4
773466258;0;48;"F";4;"High School";"Married";"$40K - $60K";"Blue";42;3;1;3;4206;1100;183;215;323;183;135;105;3;4;4;7;2;2
798983508;0;43;"M";1;"Graduate";"Single";"$80K - $120K";"Silver";37;4;3;2;30728.35;1440;193;292;259;384;215;232;2;2;6;9;8;7
719117433;0;41;"M";4;"High School";"Unknown";"$80K - $120K";"Blue";36;4;3;0;23018;2168;218;223;346;237;231;208;1;6;2;8;3;4
716451183;0;54;"F";1;"Uneducated";"Married";"$40K - $60K";"Blue";44;5;2;3;5556;1711;221;141;339;274;595;136;0;3;5;9;4;0
718621608;1;54;"F";2;"High School";"Married";"Unknown";"Blue";44;3;3;1;6094;0;108;172;147;177;138;167;1;2;8;0;0;3
715085733;0;61;"M";0;"Graduate";"Married";"$40K - $60K";"Blue";52;3;1;2;2939;1999;190;364;220;417;1008;235;3;7;3;9;8;3
788977833;0;61;"M";0;"Uneducated";"Married";"$80K - $120K";"Blue";48;2;1;0;5362;1274;193;316;422;290;611;44;4;6;13;10;7;1
720272958;1;48;"M";2;"High School";"Married";"$120K +";"Blue";36;3;3;3;27126;0;108;103;301;210;188;90;1;1;12;6;3;2
708421833;0;45;"F";4;"Graduate";"Single";"Less than $40K";"Blue";36;6;3;2;3342;2711;204;299;140;144;223;129;1;9;7;5;3;5
709173108;1;54;"F";4;"Graduate";"Married";"Unknown";"Blue";40;6;2;2;2532;2221;108;202;226;170;69;24;2;7;8;0;3;1
709879458;0;54;"F";3;"Doctorate";"Married";"Unknown";"Blue";46;2;2;3;1900;1376;202;360;433;290;369;227;4;8;16;11;2;4
715120608;0;44;"M";3;"Graduate";"Single";"$60K - $80K";"Blue";37;2;3;2;14546;1703;220;189;242;221;124;277;5;3;9;6;2;2
770632758;0;50;"F";4;"Doctorate";"Single";"Unknown";"Blue";36;2;3;2;2521;1608;216;281;340;254;103;134;4;5;12;9;1;2
779078733;0;55;"M";2;"Doctorate";"Married";"$60K - $80K";"Blue";36;3;4;3;16427;1682;196;322;450;211;277;123;3;4;10;11;3;5
771742533;0;48;"M";2;"Graduate";"Unknown";"$40K - $60K";"Blue";36;5;1;2;13068;1718;189;262;132;177;97;80;2;10;6;7;3;0
720250158;0;45;"M";2;"College";"Single";"$60K - $80K";"Blue";33;6;3;0;23218;1814;216;340;247;301;351;294;3;2;7;10;9;6
716458983;0;60;"M";0;"High School";"Married";"$40K - $60K";"Blue";36;5;1;3;3281;837;206;205;87;357;430;139;4;7;1;9;5;3
713747733;0;55;"M";2;"High School";"Married";"$40K - $60K";"Blue";47;5;3;2;3096;2217;203;346;569;294;406;193;3;6;14;9;7;2
712270158;0;62;"F";0;"High School";"Married";"$40K - $60K";"Blue";52;5;2;3;2052;1250;185;205;309;141;266;102;2;8;9;9;1;2
789562383;0;38;"F";1;"High School";"Unknown";"Less than $40K";"Blue";30;2;3;0;1412.15;583;213;265;189;193;119;280;1;3;8;7;2;3
754897008;0;46;"M";3;"High School";"Single";"$40K - $60K";"Blue";39;2;3;2;9432;1418;222;213;383;172;150;179;3;5;11;4;3;0
819700533;0;50;"M";0;"High School";"Single";"$120K +";"Silver";45;5;2;3;14938;2303;213;233;80;159;136;128;4;4;1;9;7;2
712890408;0;45;"M";2;"Uneducated";"Married";"$60K - $80K";"Blue";36;5;3;2;2221;1343;226;299;191;280;188;154;5;3;5;10;4;3
720248208;0;47;"M";3;"Post-Graduate";"Divorced";"$60K - $80K";"Blue";37;6;3;0;5731;1577;214;354;370;234;146;236;6;5;7;2;2;4
779749908;0;48;"M";4;"College";"Married";"$60K - $80K";"Gold";33;2;2;3;30728.35;2061;201;306;277;141;230;195;7;9;6;4;2;4
717401883;0;35;"M";3;"Uneducated";"Married";"$60K - $80K";"Blue";22;5;2;2;6985;1130;227;270;366;413;218;200;6;5;14;11;4;4
721509558;0;51;"M";2;"Graduate";"Married";"$120K +";"Blue";42;3;3;0;24221;1707;227;266;431;269;209;276;5;9;12;6;2;6
710572458;0;36;"F";3;"High School";"Married";"Unknown";"Blue";24;4;1;1;15439;0;186;429;573;328;246;307;4;11;13;8;3;4
714576183;0;47;"M";4;"Graduate";"Single";"$80K - $120K";"Blue";36;6;3;2;21637;2030;224;240;224;216;231;87;3;9;4;5;1;1
721425558;0;52;"M";2;"Graduate";"Single";"$120K +";"Blue";37;2;3;2;14543;0;210;241;408;224;159;294;2;6;18;5;2;4
711109908;0;43;"F";4;"Uneducated";"Married";"Less than $40K";"Blue";36;2;1;1;9684;2475;197;372;256;215;177;183;1;4;5;9;4;8
715203108;0;63;"M";2;"High School";"Married";"$40K - $60K";"Blue";36;2;2;2;5007;930;199;323;35;161;166;166;3;10;0;8;2;5
710027508;0;61;"M";0;"Graduate";"Married";"$60K - $80K";"Blue";54;3;2;0;1616;1047;211;268;221;217;303;169;4;5;6;7;7;4
787464408;0;53;"M";2;"Uneducated";"Single";"$60K - $80K";"Blue";40;5;2;2;19116;0;198;310;207;155;184;130;5;2;11;6;3;2
783542133;0;53;"F";3;"Graduate";"Married";"Less than $40K";"Blue";47;5;6;2;2759;2223;225;491;186;292;614;285;6;13;2;9;7;5
708330858;1;57;"M";3;"Graduate";"Married";"$120K +";"Blue";38;2;3;3;8249;1381;111;117;149;136;117;48;1;4;1;3;2;0
714426783;0;38;"F";2;"Graduate";"Single";"Unknown";"Blue";31;2;3;2;14041;2154;213;336;155;409;179;175;1;5;6;11;5;1
712701333;0;53;"M";3;"High School";"Married";"$60K - $80K";"Blue";43;5;3;2;5264;2169;221;252;414;261;0;71;2;6;10;7;0;2
709494483;0;63;"F";0;"Unknown";"Married";"Less than $40K";"Blue";54;4;2;1;2420;1912;214;230;323;236;531;196;3;11;9;6;4;3
773373108;0;49;"F";4;"High School";"Married";"Less than $40K";"Blue";43;4;2;0;2826;2070;202;316;147;151;130;79;4;8;5;7;2;2
715812258;0;45;"M";2;"High School";"Married";"$80K - $120K";"Blue";34;5;5;2;12518;1539;201;194;313;123;153;181;5;2;11;9;2;4
778286433;0;67;"M";0;"Graduate";"Married";"$40K - $60K";"Blue";56;4;2;1;5876;1297;223;387;450;274;521;278;6;12;14;8;8;7
789270033;0;48;"M";3;"Graduate";"Single";"$80K - $120K";"Silver";37;3;2;3;30728.35;0;224;328;223;186;38;123;4;3;4;1;0;1
711569433;0;51;"F";2;"Uneducated";"Divorced";"Less than $40K";"Blue";38;4;1;2;9648;1926;222;275;202;155;126;103;2;2;4;8;2;4
720214833;0;52;"M";2;"High School";"Single";"$80K - $120K";"Silver";40;3;3;3;30728.35;2177;219;302;11;175;184;343;3;5;0;6;4;5
709346133;0;55;"F";2;"Uneducated";"Married";"Unknown";"Blue";35;3;3;0;3025;2376;231;284;52;184;359;167;4;4;0;8;5;2
788194458;0;34;"M";3;"High School";"Married";"$60K - $80K";"Blue";26;4;3;3;3265;2548;224;304;416;307;204;388;5;6;7;9;0;8
720779733;0;56;"M";1;"Uneducated";"Married";"$120K +";"Blue";36;3;2;2;6041;1355;202;376;459;292;201;217;3;13;15;9;3;6
717424458;0;44;"F";2;"Post-Graduate";"Married";"Less than $40K";"Blue";36;3;3;2;2293;1823;204;342;175;160;186;99;2;2;5;6;4;3
708820308;0;47;"M";3;"Post-Graduate";"Unknown";"$80K - $120K";"Blue";36;6;2;2;13399;2505;232;210;373;191;168;152;1;8;8;9;2;3
710558058;0;46;"F";3;"Unknown";"Married";"Less than $40K";"Blue";38;4;3;3;4317;2522;192;281;360;388;134;264;3;5;10;11;3;4
770590758;0;43;"F";3;"Graduate";"Single";"$40K - $60K";"Blue";29;5;2;0;3378;1069;222;195;396;109;210;153;4;2;6;2;0;2
718490658;0;50;"F";1;"Graduate";"Single";"Less than $40K";"Blue";36;4;1;3;5012;2242;211;178;240;185;81;247;5;3;6;5;2;7
711985833;0;38;"F";4;"Uneducated";"Single";"Less than $40K";"Blue";30;4;1;0;2569;1605;194;357;205;134;136;164;6;9;13;4;7;7
708967608;0;53;"F";1;"Graduate";"Single";"Less than $40K";"Blue";45;3;1;2;3471;1785;198;315;0;152;230;157;7;7;0;7;1;2
718505958;0;43;"M";5;"Graduate";"Divorced";"$120K +";"Silver";31;5;3;3;30728.35;1699;212;407;300;202;314;193;3;7;12;10;3;3
715024233;0;53;"M";1;"High School";"Married";"$120K +";"Blue";36;6;3;2;3312;1844;219;241;416;230;441;193;2;4;11;7;5;3
779249583;0;56;"F";1;"Graduate";"Married";"Less than $40K";"Blue";38;4;3;3;2578;2462;200;138;171;408;396;65;3;3;10;7;4;2
709278258;1;54;"M";2;"Unknown";"Married";"$40K - $60K";"Blue";44;4;3;2;2902;2591;113;214;220;172;123;154;3;11;4;3;2;3
778928283;0;57;"F";3;"High School";"Married";"Less than $40K";"Blue";39;3;2;1;2742;2321;199;212;189;233;418;138;5;8;7;6;4;2
712299858;0;62;"M";1;"High School";"Married";"Less than $40K";"Blue";53;5;3;3;2077;1571;217;264;191;313;153;227;6;8;5;7;3;9
799224108;0;46;"F";4;"Graduate";"Single";"Less than $40K";"Blue";40;5;1;2;6265;1942;226;288;332;291;337;241;4;9;10;11;2;7
809976033;0;49;"M";2;"Uneducated";"Married";"$60K - $80K";"Blue";44;6;3;0;7819;1560;201;283;382;266;274;176;2;7;5;7;2;2
716203308;0;52;"M";3;"Graduate";"Single";"$80K - $120K";"Blue";42;6;3;3;2731;1692;194;323;236;221;136;110;3;4;6;3;2;4
714871683;1;58;"M";1;"Uneducated";"Married";"$40K - $60K";"Blue";36;2;4;3;1412.15;537;114;147;132;144;69;109;3;6;2;0;1;1
716139933;0;54;"M";0;"High School";"Married";"$80K - $120K";"Blue";36;3;1;2;16286;1710;202;370;576;407;747;250;5;5;12;11;8;8
716984658;0;49;"M";1;"Graduate";"Married";"$120K +";"Blue";39;3;2;3;30728.35;0;226;264;244;239;51;82;3;9;4;9;2;4
713086008;0;58;"F";3;"High School";"Married";"Less than $40K";"Blue";47;6;1;0;2609;2439;199;264;300;257;472;239;2;0;10;8;7;7
713773458;0;52;"M";2;"High School";"Single";"$60K - $80K";"Blue";45;5;3;2;7567;1173;197;267;467;250;104;150;1;4;15;4;4;4
719242533;0;41;"M";5;"High School";"Married";"$60K - $80K";"Blue";33;5;3;3;22770;3071.48;236;427;281;432;296;210;3;12;8;10;2;3
772712658;0;62;"F";0;"Uneducated";"Married";"Less than $40K";"Blue";50;5;1;2;3791;1648;210;262;452;385;648;101;4;7;8;8;4;3
788868858;0;54;"M";2;"Graduate";"Married";"Less than $40K";"Blue";39;4;4;2;2702;2608;233;311;277;257;366;214;5;7;1;8;5;6
811898133;0;40;"F";3;"High School";"Divorced";"Less than $40K";"Blue";35;3;1;3;2555;2117;228;232;191;198;163;322;6;7;7;4;6;2
788808633;0;43;"M";3;"Graduate";"Married";"$80K - $120K";"Blue";26;5;3;2;2355;1090;226;320;277;237;263;118;7;7;2;6;4;3
779804208;0;53;"F";2;"Graduate";"Single";"$40K - $60K";"Blue";42;6;2;0;5332;0;219;304;184;301;121;242;3;4;11;8;6;7
781391058;0;55;"M";1;"Uneducated";"Single";"$40K - $60K";"Blue";49;6;3;2;1443;1375;223;438;522;403;247;158;2;11;11;9;1;4
790134408;0;46;"M";4;"Graduate";"Single";"$60K - $80K";"Blue";39;6;2;3;10741;755;209;337;44;219;271;198;3;6;0;8;1;4
788853258;0;41;"M";1;"Uneducated";"Married";"$60K - $80K";"Blue";25;3;2;0;7984;1503;218;294;453;330;291;148;4;5;9;15;3;3
711857733;0;49;"M";3;"Uneducated";"Single";"$60K - $80K";"Blue";32;3;2;2;18584;2984;230;329;222;139;231;179;5;5;6;10;3;5
822969858;0;61;"F";0;"Graduate";"Married";"Unknown";"Blue";56;4;1;3;5585;1465;234;270;210;243;690;140;6;2;10;6;4;3
719554758;0;46;"M";2;"Uneducated";"Married";"$80K - $120K";"Blue";38;6;3;2;30728.35;2165;222;279;409;295;309;158;4;4;13;7;0;4
711643458;0;50;"F";1;"Uneducated";"Married";"Less than $40K";"Blue";43;6;3;4;1412.15;0;211;236;249;315;245;183;2;8;10;11;7;3
788830683;0;40;"M";2;"Graduate";"Single";"$80K - $120K";"Blue";24;5;1;0;2478;2031;229;238;215;215;317;344;3;5;8;5;3;7
807030858;0;51;"M";4;"High School";"Single";"$120K +";"Blue";46;6;3;3;30728.35;2274;199;285;520;412;147;232;4;8;16;12;2;5
793059108;0;50;"F";2;"Graduate";"Married";"$40K - $60K";"Blue";44;6;2;3;2339;1440;222;184;218;153;41;75;5;4;7;4;1;1
716568708;0;47;"F";2;"Graduate";"Married";"Less than $40K";"Blue";36;6;3;2;2726;0;209;237;150;189;136;178;3;7;7;5;1;4
